timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
232.1771,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
232.177101,9.0,102,0.0,6,6.0,[ 3 95 96 49 84 45  0  0],0.0
232.177102,9.0,103,0.0,8,8.0,[ 91  35 138 144  52  52 109   9],0.0
232.177103,9.0,104,0.0,4,4.0,[143 245  33   0   0   0   0   0],0.0
232.17710399999999,9.0,107,0.0,5,5.0,[161  43  32  45   0   0   0   0],0.0
232.3741,9.0,111,0.0,8,8.0,[137 212  79  68 254 245 175 127],0.0
232.37494999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
232.37495099999998,9.0,102,0.0,6,6.0,[ 3 39 97 49 84 45  0  0],0.0
232.37495199999998,9.0,103,0.0,8,8.0,[101  35 138 240  50  52 109   9],0.0
232.37495299999998,9.0,104,0.0,4,4.0,[141 245  25   0   0   0   0   0],0.0
232.374954,9.0,107,0.0,5,5.0,[49 44 96 46  0  0  0  0],0.0
232.57209999999998,9.0,111,0.0,8,8.0,[135 212 111  68 254 245 143 127],0.0
232.57295,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
232.572951,9.0,102,0.0,6,6.0,[  3 239  97  49  84  45   0   0],0.0
232.572952,9.0,103,0.0,8,8.0,[111  35 138  80  49  52 109   9],0.0
232.57295299999998,9.0,104,0.0,4,4.0,[143 245  25   0   0   0   0   0],0.0
232.57295399999998,9.0,107,0.0,5,5.0,[233  43  64  45   0   0   0   0],0.0
232.77009999999999,9.0,111,0.0,8,8.0,[139 212 111  68 254 249 207 127],0.0
232.7711,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
232.771101,9.0,102,0.0,6,6.0,[  3 183  98  49  84  45   0   0],0.0
232.77110199999998,9.0,103,0.0,8,8.0,[121  35 138 208  47  52 109   9],0.0
232.77110299999998,9.0,104,0.0,4,4.0,[143 245  25   0   0   0   0   0],0.0
232.77110399999998,9.0,107,0.0,5,5.0,[241  42 192  42   0   0   0   0],0.0
232.77329999999998,9.0,106,0.0,3,3.0,[163   1   0   0   0   0   0   0],0.0
232.9681,9.0,111,0.0,8,8.0,[139 228 111 196 254   1 176 127],0.0
232.96949999999998,9.0,101,0.0,1,1.0,[91  0  0  0  0  0  0  0],0.0
232.96950099999998,9.0,102,0.0,6,6.0,[  3 127  99  49  84  45   0   0],0.0
232.96950199999998,9.0,103,0.0,8,8.0,[131  35 138  48  46  52 109   9],0.0
232.969503,9.0,104,0.0,4,4.0,[145 245  25   0   0   0   0   0],0.0
